,Unnamed: 0,timestamp,title,url,source,sentiment,score,prob_positive,prob_neutral,prob_negative,net_sentiment,average_sentiment,sentiment_score_ranking
0,0,10-16-2024,Primo Water Declares Special Dividend in Connection With Merger Deal,https://www.benzinga.com/news/earnings/24/10/41360156/primo-water-declares-special-dividend-in-connection-with-merger-deal,Benzinga,neutral,0.7265770435333252,0.0302439592778682,0.7265770435333252,0.243179053068161,-0.2129350937902928,-0.07974529496859759,0.4601273525157012
1,1,10-03-2024,Here's Why You Should Add FirstEnergy Stock to Your Portfolio Now,https://www.benzinga.com/news/earnings/24/10/41171613/heres-why-you-should-add-firstenergy-stock-to-your-portfolio-now,Benzinga,neutral,0.929031491279602,0.0572335645556449,0.929031491279602,0.0137349097058177,0.0434986548498272,-0.07974529496859759,0.4601273525157012
2,2,07-01-2024,Reasons to Add IDACORP (IDA) to Your Portfolio Right Now,https://www.zacks.com/stock/news/2295800/reasons-to-add-idacorp-ida-to-your-portfolio-right-now,Zacks Investment Research,neutral,0.9420723915100098,0.0419607199728488,0.9420723915100098,0.015966922044754,0.0259937979280948,-0.07974529496859759,0.4601273525157012
3,3,06-28-2024,PSEG (PEG) Rides on Investments Despite Weak Financial Position,https://www.zacks.com/stock/news/2295193/pseg-peg-rides-on-investments-despite-weak-financial-position,Zacks Investment Research,negative,0.9493366479873656,0.0351034626364707,0.0155599750578403,0.9493366479873656,-0.9142331853508949,-0.07974529496859759,0.4601273525157012
4,4,06-27-2024,"AES Rides on Renewable Expansion, Declining Wholesale Prices Ail",https://www.zacks.com/stock/news/2294383/aes-rides-on-renewable-expansion-declining-wholesale-prices-ail,Zacks Investment Research,negative,0.9538299441337584,0.0157866273075342,0.0303834658116102,0.9538299441337584,-0.9380433168262242,-0.07974529496859759,0.4601273525157012
5,5,06-06-2024,"Eversource (ES) Rides on Renewable Focus, Strategic Investments",https://www.zacks.com/stock/news/2284517/eversource-es-rides-on-renewable-focus-strategic-investments,Zacks Investment Research,neutral,0.8994158506393433,0.0902585014700889,0.8994158506393433,0.0103256199508905,0.0799328815191984,-0.07974529496859759,0.4601273525157012
6,6,06-04-2024,American States Water (AWR) to Gain From Systematic Investments,https://www.zacks.com/stock/news/2283173/american-states-water-awr-to-gain-from-systematic-investments,Zacks Investment Research,positive,0.6396447420120239,0.6396447420120239,0.3521044552326202,0.0082508362829685,0.6313939057290554,-0.07974529496859759,0.4601273525157012
7,7,05-31-2024,Here's Why You Should Add Vistra (VST) to Your Portfolio Now,https://www.zacks.com/stock/news/2282103/heres-why-you-should-add-vistra-vst-to-your-portfolio-now,Zacks Investment Research,neutral,0.926227569580078,0.0606262534856796,0.926227569580078,0.0131461368873715,0.0474801165983081,-0.07974529496859759,0.4601273525157012
8,8,05-31-2024,Reasons to Add Primo Water (PRMW) to Your Portfolio Now,https://www.zacks.com/stock/news/2281811/reasons-to-add-primo-water-prmw-to-your-portfolio-now,Zacks Investment Research,neutral,0.9369825720787048,0.050773873925209,0.9369825720787048,0.0122435595840215,0.0385303143411875,-0.07974529496859759,0.4601273525157012
9,9,05-30-2024,Reasons to Add IDACORP (IDA) to Your Portfolio Right Now,https://www.zacks.com/stock/news/2281143/reasons-to-add-idacorp-ida-to-your-portfolio-right-now,Zacks Investment Research,neutral,0.9420723915100098,0.0419607199728488,0.9420723915100098,0.015966922044754,0.0259937979280948,-0.07974529496859759,0.4601273525157012
10,10,05-25-2024,"Dividend Champion, Contender, And Challenger Highlights: Week Of May 26",https://seekingalpha.com/article/4695629-dividend-champion-contender-challenger-highlights-week-may-26,Seeking Alpha,neutral,0.907579243183136,0.0528125129640102,0.907579243183136,0.0396082885563373,0.013204224407672896,-0.07974529496859759,0.4601273525157012
11,11,05-07-2024,Southern (SO) Q1 Earnings Beat on Lower Operating Expense,https://www.zacks.com/stock/news/2269375/southern-so-q1-earnings-beat-on-lower-operating-expense,Zacks Investment Research,positive,0.582334041595459,0.582334041595459,0.0193771105259656,0.3982889056205749,0.1840451359748841,-0.07974529496859759,0.4601273525157012
12,12,05-03-2024,"IDACORP (IDA) Q1 Earnings Fall Short of Estimates, Revenues Top",https://www.zacks.com/stock/news/2268270/idacorp-ida-q1-earnings-fall-short-of-estimates-revenues-top,Zacks Investment Research,negative,0.96803218126297,0.0079055661335587,0.0240622106939554,0.96803218126297,-0.9601266151294112,-0.07974529496859759,0.4601273525157012
13,13,05-01-2024,OGE Energy (OGE) Q1 Earnings and Revenues Miss Estimates,https://www.zacks.com/stock/news/2265717/oge-energy-oge-q1-earnings-and-revenues-miss-estimates,Zacks Investment Research,negative,0.9651730060577391,0.0102144749835133,0.0246125180274248,0.9651730060577391,-0.9549585310742259,-0.07974529496859759,0.4601273525157012
14,14,03-13-2024,4 Reasons to Add Unitil (UTL) Stock to Your Portfolio Now,https://www.zacks.com/stock/news/2239952/4-reasons-to-add-unitil-utl-stock-to-your-portfolio-now,Zacks Investment Research,neutral,0.9414947628974916,0.0441959127783775,0.9414947628974916,0.0143093392252922,0.0298865735530853,-0.07974529496859759,0.4601273525157012
15,15,03-08-2024,4 Reasons to Add PG&E (PCG) Stock to Your Portfolio Now,https://www.zacks.com/stock/news/2238087/4-reasons-to-add-pge-pcg-stock-to-your-portfolio-now,Zacks Investment Research,neutral,0.9319855570793152,0.0555350370705127,0.9319855570793152,0.0124794337898492,0.043055603280663504,-0.07974529496859759,0.4601273525157012
16,16,03-08-2024,"Alliant Energy (LNT) Rides on Renewable Expansion, Investments",https://www.zacks.com/stock/news/2237850/alliant-energy-lnt-rides-on-renewable-expansion-investments,Zacks Investment Research,neutral,0.7498582005500793,0.2425571084022522,0.7498582005500793,0.0075846719555556,0.2349724364466966,-0.07974529496859759,0.4601273525157012
17,17,03-07-2024,"Atmos Energy (ATO) Rides on Investments, Expanding Customer Base",https://www.zacks.com/stock/news/2237407/atmos-energy-ato-rides-on-investments-expanding-customer-base,Zacks Investment Research,positive,0.9394209384918212,0.9394209384918212,0.0511251837015152,0.0094538852572441,0.9299670532345771,-0.07974529496859759,0.4601273525157012
18,18,03-06-2024,Reasons to Add Avangrid (AGR) to Your Portfolio Right Now,https://www.zacks.com/stock/news/2236492/reasons-to-add-avangrid-agr-to-your-portfolio-right-now,Zacks Investment Research,neutral,0.9402093291282654,0.042961198836565,0.9402093291282654,0.016829403117299,0.026131795719265997,-0.07974529496859759,0.4601273525157012
