,Unnamed: 0.1,Unnamed: 0,timestamp,title,url,source,sentiment,score,prob_positive,prob_neutral,prob_negative,net_sentiment,average_sentiment,sentiment_score_ranking
0,0,0,02-15-2025,Growth and Value Are Not Mutually Exclusive,https://www.investing.com/analysis/growth-and-value-are-not-mutually-exclusive-200657272,Investing.com,neutral,0.9314663410186768,0.0397925935685634,0.9314663410186768,0.0287410989403724,0.011051494628190998,-0.031635555555112646,0.48418222222244367
1,1,1,02-07-2025,Thin Film Material Market Projected to Reach USD 19.04 Billion by 2032 | Growing Demand for Electronic Devices and Solar Panels Fuel Market Growth,https://www.globenewswire.com/news-release/2025/02/07/3022851/0/en/Thin-Film-Material-Market-Projected-to-Reach-USD-19-04-Billion-by-2032-Growing-Demand-for-Electronic-Devices-and-Solar-Panels-Fuel-Market-Growth.html,GlobeNewswire Inc.,positive,0.933989942073822,0.933989942073822,0.0549148358404636,0.0110953235998749,0.9228946184739472,-0.031635555555112646,0.48418222222244367
2,2,2,02-03-2025,Solar Energy Systems Market Size to Worth USD 590.8 Billion by 2033 | Straits Research,https://www.globenewswire.com/news-release/2025/02/03/3019353/0/en/Solar-Energy-Systems-Market-Size-to-Worth-USD-590-8-Billion-by-2033-Straits-Research.html,GlobeNewswire Inc.,neutral,0.7556759715080261,0.2369989305734634,0.7556759715080261,0.0073250518180429,0.2296738787554205,-0.031635555555112646,0.48418222222244367
3,3,3,02-01-2025,"Are These Renewables Stocks in Trouble, or Is This an Opportunity to Buy the Dip?",https://www.fool.com/investing/2025/02/01/are-solar-stocks-in-trouble-or-is-this-a-buy-the-d/?source=iedfolrf0000001,The Motley Fool,neutral,0.7122116088867188,0.0595510639250278,0.7122116088867188,0.2282373458147049,-0.1686862818896771,-0.031635555555112646,0.48418222222244367
4,4,4,01-24-2025,"Trump Sparks Records On Wall Street, AI Stargate Project Lifts Chipmakers; Inflation, Tariff Jitters Arise: This Week In The Market",https://www.benzinga.com/economics/macro-economic-events/25/01/43203274/trump-sparks-records-on-wall-street-ai-stargate-project-lifts-chipmakers-inflatio,Benzinga,negative,0.6649938821792603,0.2344342023134231,0.1005719676613807,0.6649938821792603,-0.43055967986583715,-0.031635555555112646,0.48418222222244367
5,5,5,01-21-2025,"Trump's First Day Sends Gold Miners, Defense Stocks Soaring, Solar Sliding",https://www.benzinga.com/25/01/43109461/gold-miners-defense-stocks-shine-while-solar-tanks-following-trumps-day-1-actions,Benzinga,neutral,0.6035700440406799,0.3350389897823334,0.6035700440406799,0.0613909736275672,0.2736480161547662,-0.031635555555112646,0.48418222222244367
6,6,6,01-17-2025,5 Stocks to Buy Now for Big Returns in 2025,https://www.fool.com/investing/2025/01/17/5-stocks-to-buy-now-for-big-returns-in-2025/?source=iedfolrf0000001,The Motley Fool,neutral,0.8231635689735413,0.1616065800189972,0.8231635689735413,0.0152298556640744,0.1463767243549228,-0.031635555555112646,0.48418222222244367
7,7,7,01-17-2025,3 Renewable Energy Stocks to Buy in 2025 and Hold for Decades,https://www.fool.com/investing/2025/01/17/3-renewable-energy-stocks-to-buy-in-2025-and-hold/?source=iedfolrf0000001,The Motley Fool,neutral,0.9125030636787416,0.0769877880811691,0.9125030636787416,0.0105090979486703,0.0664786901324988,-0.031635555555112646,0.48418222222244367
8,8,8,01-16-2025,Next-Generation Solar Cell Market to Hit US $7.4 Billion by 2028 – Explore the Opportunities!,https://www.globenewswire.com/news-release/2025/01/16/3010502/0/en/Next-Generation-Solar-Cell-Market-to-Hit-US-7-4-Billion-by-2028-Explore-the-Opportunities.html,GlobeNewswire Inc.,positive,0.8143131136894226,0.8143131136894226,0.1778996288776397,0.0077872844412922,0.8065258292481304,-0.031635555555112646,0.48418222222244367
9,9,9,11-21-2024,2 Undervalued Stocks to Buy That Will Energize Your Portfolio in 2025,https://www.fool.com/investing/2024/11/21/2-undervalued-stocks-to-buy-that-will-energize-you/?source=iedfolrf0000001,The Motley Fool,neutral,0.7668210864067078,0.2246121764183044,0.7668210864067078,0.0085667204111814,0.216045456007123,-0.031635555555112646,0.48418222222244367
10,10,10,11-15-2024,"Trump's Win, Economic Challenges Lead to Tougher Outlook for Renewable Energy Stocks: Morgan Stanley",https://www.benzinga.com/analyst-ratings/analyst-color/24/11/42016909/trumps-win-economic-challenges-lead-to-tougher-outlook-for-renewable-energy-stocks-,Benzinga,neutral,0.6892811059951782,0.0914177894592285,0.6892811059951782,0.2193011343479156,-0.12788334488868708,-0.031635555555112646,0.48418222222244367
11,11,11,11-11-2024,"Solar, Renewables Stocks Crash After Trump Win: Should You Buy Now At Cheap Valuations?",https://www.benzinga.com/analyst-ratings/analyst-color/24/11/41880110/solar-renewables-stocks-crash-after-trump-win-should-you-buy-now-at-cheap-valuation,Benzinga,neutral,0.9116987586021424,0.053732294589281,0.9116987586021424,0.0345688946545124,0.0191633999347686,-0.031635555555112646,0.48418222222244367
12,12,12,11-08-2024,"Why Shares of QuantumScape, First Solar, and ChargePoint Plunged in October",https://www.fool.com/investing/2024/11/08/why-shares-of-quantumscape-first-solar-and-chargep/?source=iedfolrf0000001,The Motley Fool,negative,0.9670655727386476,0.0101448353379964,0.0227896049618721,0.9670655727386476,-0.9569207374006512,-0.031635555555112646,0.48418222222244367
13,13,13,11-06-2024,"Trump's Win Sends Indices To Record Highs; Financials, Small Caps Surge, Bitcoin Tops $75,000: What's Driving Markets Wednesday?",https://www.benzinga.com/markets/cryptocurrency/24/11/41784504/trumps-win-sends-indices-to-record-highs-financials-small-caps-surge-bitcoin-tops-75-000-w,Benzinga,neutral,0.6751412153244019,0.0660097450017929,0.6751412153244019,0.2588490843772888,-0.1928393393754959,-0.031635555555112646,0.48418222222244367
14,14,14,11-04-2024,"Trump, Harris And The Market: Expert Braces For Post-Election Sell-Off, Stays Long-Term Bullish On S&P 500",https://www.benzinga.com/general/politics/24/11/41720329/trump-harris-and-the-market-expert-warns-of-post-election-sell-off-stays-long-term-bullish-on-s-,Benzinga,positive,0.6829494833946228,0.6829494833946228,0.2293167561292648,0.0877337530255317,0.5952157303690911,-0.031635555555112646,0.48418222222244367
