,Unnamed: 0,timestamp,title,url,source,sentiment,score,prob_positive,prob_neutral,prob_negative,net_sentiment,average_sentiment,sentiment_score_ranking
0,0,02-19-2025,These Were the 5 Top-Performing Stocks in the S&P 500 in January 2025,https://www.fool.com/investing/2025/02/19/top-performing-stocks-in-sp-500-january-2025/?source=iedfolrf0000001,The Motley Fool,neutral,0.7106767296791077,0.1115391552448272,0.7106767296791077,0.1777841448783874,-0.0662449896335602,-0.025627643521875115,0.48718617823906246
1,1,02-19-2025,Worried That the S&P 500 Leans Too Much on Big Tech? This ETF Is a Better Buy.,https://www.fool.com/investing/2025/02/19/worried-that-the-sp-500-leans-too-much-on-big-tech/?source=iedfolrf0000001,The Motley Fool,neutral,0.7612513303756714,0.2223706841468811,0.7612513303756714,0.0163779910653829,0.2059926930814982,-0.025627643521875115,0.48718617823906246
2,2,02-11-2025,1 No-Brainer Artificial Intelligence (AI) ETF to Buy With $40 During the S&P 500 Bull Market,https://www.fool.com/investing/2025/02/11/1-no-brainer-ai-etf-buy-40-during-the-sp-500-bull/?source=iedfolrf0000001,The Motley Fool,positive,0.6027418375015259,0.6027418375015259,0.3853957951068878,0.011862339451909,0.5908794980496169,-0.025627643521875115,0.48718617823906246
3,3,02-02-2025,"NVIDIA, Teva Pharmaceutical And UPS Are Among Top Large Cap Losers Last Week (Jan 27-Jan 31): Are The Others In Your Portfolio?",https://www.benzinga.com/news/large-cap/25/02/43423086/nvidia-teva-pharmaceutical-and-ups-are-among-top-large-cap-losers-last-week-jan-27-jan-31-are-the-,Benzinga,neutral,0.677513837814331,0.0341515652835369,0.677513837814331,0.2883345782756805,-0.2541830129921436,-0.025627643521875115,0.48718617823906246
4,4,01-31-2025,Why Constellation Energy Stock Was Sliding This Week,https://www.fool.com/investing/2025/01/31/why-constellation-energy-stock-was-sliding-today/?source=iedfolrf0000001,The Motley Fool,negative,0.9213717579841614,0.0152460532262921,0.0633821859955787,0.9213717579841614,-0.9061257047578692,-0.025627643521875115,0.48718617823906246
5,5,01-31-2025,Is the Nuclear Energy Sell-Off a Buying Opportunity?,https://www.investing.com/analysis/is-the-nuclear-energy-selloff-a-buying-opportunity-200656832,Investing.com,neutral,0.892727792263031,0.0558592677116394,0.892727792263031,0.0514129288494586,0.0044463388621808,-0.025627643521875115,0.48718617823906246
6,6,01-27-2025,"7 AI Infrastructure Stocks Plunge Over 20%, Outpace Semiconductor Rout As DeepSeek Upends Investment Landscape",https://www.benzinga.com/analyst-ratings/analyst-color/25/01/43254923/7-ai-infrastructure-stocks-plunge-over-20-outpace-semiconductor-rout-as-deepseek-up,Benzinga,negative,0.9562076330184937,0.0282873678952455,0.0155050316825509,0.9562076330184937,-0.9279202651232481,-0.025627643521875115,0.48718617823906246
7,7,01-23-2025,A Once-in-a-Decade Investment Opportunity: 1 Brilliant Vanguard Index Fund to Buy in 2025,https://www.fool.com/investing/2025/01/23/once-in-decade-opportunity-1-index-fund-buy-2025/?source=iedfolrf0000001,The Motley Fool,neutral,0.7431990504264832,0.2483821511268615,0.7431990504264832,0.0084188496693968,0.2399633014574647,-0.025627643521875115,0.48718617823906246
8,8,01-12-2025,"Walgreens Boots Alliance, Aurora Innovation And Delta Air Lines Are Among Top Large Cap Gainers Last Week (Jan 6-10): Are The Others In Your Portfolio?",https://www.benzinga.com/news/large-cap/25/01/42934713/walgreens-boots-alliance-aurora-innovation-and-delta-air-lines-are-among-top-large-cap-gainers-las,Benzinga,neutral,0.9120670557022096,0.0684421509504318,0.9120670557022096,0.019490759819746,0.04895139113068579,-0.025627643521875115,0.48718617823906246
9,9,01-11-2025,Here's How Shares of Utility Company Constellation Energy Defied the Odds to Soar 91% Last Year,https://www.fool.com/investing/2025/01/10/heres-how-shares-of-utility-company-constellation/?source=iedfolrf0000001,The Motley Fool,positive,0.6304526925086975,0.6304526925086975,0.3529624044895172,0.0165848731994628,0.6138678193092347,-0.025627643521875115,0.48718617823906246
