,Unnamed: 0,timestamp,title,url,source,sentiment,score,prob_positive,prob_neutral,prob_negative,net_sentiment,average_sentiment,sentiment_score_ranking
0,0,02-21-2025,Vistra Declares Dividend on Common Stock and Series A Preferred Stock,https://www.benzinga.com/pressreleases/25/02/n43897656/vistra-declares-dividend-on-common-stock-and-series-a-preferred-stock,Benzinga,neutral,0.9289671778678894,0.0477030053734779,0.9289671778678894,0.0233298540115356,0.0243731513619423,0.16451163212768732,0.5822558160638437
1,1,02-19-2025,Data Center Demand Is Exploding Thanks to AI: 1 Stock and 2 ETFs to Profit From It,https://www.fool.com/investing/2025/02/19/buy-ai-growth-stocks-etf-invest/?source=iedfolrf0000001,The Motley Fool,negative,0.780929446220398,0.1902784258127212,0.028792131692171,0.780929446220398,-0.5906510204076767,0.16451163212768732,0.5822558160638437
2,2,01-27-2025,"7 AI Infrastructure Stocks Plunge Over 20%, Outpace Semiconductor Rout As DeepSeek Upends Investment Landscape",https://www.benzinga.com/analyst-ratings/analyst-color/25/01/43254923/7-ai-infrastructure-stocks-plunge-over-20-outpace-semiconductor-rout-as-deepseek-up,Benzinga,negative,0.9562076330184937,0.0282873678952455,0.0155050316825509,0.9562076330184937,-0.9279202651232481,0.16451163212768732,0.5822558160638437
3,3,01-23-2025,A Once-in-a-Decade Investment Opportunity: 1 Brilliant Vanguard Index Fund to Buy in 2025,https://www.fool.com/investing/2025/01/23/once-in-decade-opportunity-1-index-fund-buy-2025/?source=iedfolrf0000001,The Motley Fool,neutral,0.7431990504264832,0.2483821511268615,0.7431990504264832,0.0084188496693968,0.2399633014574647,0.16451163212768732,0.5822558160638437
4,4,01-23-2025,Billionaire David Tepper Sells Nvidia Stock and Buys an AI Stock Up 700% Since Early 2023,https://www.fool.com/investing/2025/01/23/billionaire-sells-nvidia-stock-buy-ai-stock-up-700/?source=iedfolrf0000001,The Motley Fool,positive,0.7871432900428772,0.7871432900428772,0.2009377479553222,0.0119189983233809,0.7752242917194963,0.16451163212768732,0.5822558160638437
5,5,01-20-2025,These Were the 5 Top-Performing Stocks in the S&P 500 in 2024,https://www.fool.com/investing/2025/01/20/these-were-the-5-top-performing-stocks-in-the-sp-5/?source=iedfolrf0000001,The Motley Fool,neutral,0.7015562057495117,0.1568030714988708,0.7015562057495117,0.1416407078504562,0.015162363648414584,0.16451163212768732,0.5822558160638437
6,6,01-10-2025,Here's Why Vistra Was a Top Performer in the S&P 500 in 2024,https://www.fool.com/investing/2025/01/10/heres-why-vistra-was-a-top-performer-in-the-sp-500/?source=iedfolrf0000001,The Motley Fool,neutral,0.7831628918647766,0.2031740546226501,0.7831628918647766,0.0136631093919277,0.1895109452307224,0.16451163212768732,0.5822558160638437
7,7,01-06-2025,Investors Look Back at 2024,https://www.fool.com/investing/2025/01/06/investors-look-back-at-2024/?source=iedfolrf0000001,The Motley Fool,neutral,0.8909173011779785,0.0434733927249908,0.8909173011779785,0.0656093806028366,-0.022135987877845792,0.16451163212768732,0.5822558160638437
8,8,01-06-2025,"AI, Energy and Travel: What Propelled 2024’s Top 5 Stocks to New Heights",https://www.investing.com/analysis/ai-energy-and-travel-what-propelled-2024s-top-5-stocks-to-new-heights-200655917,Investing.com,neutral,0.8931472897529602,0.0899482741951942,0.8931472897529602,0.016904467716813,0.0730438064783812,0.16451163212768732,0.5822558160638437
9,9,12-27-2024,These Are the 5 Top-Performing Stocks in the S&P 500 With 2024 Almost Over,https://www.fool.com/investing/2024/12/27/these-5-top-performing-stocks-sp-500-2024/?source=iedfolrf0000001,The Motley Fool,neutral,0.7534241080284119,0.1729225516319275,0.7534241080284119,0.0736533403396606,0.09926921129226689,0.16451163212768732,0.5822558160638437
