timestamp,title,url,source,sentiment,score,prob_positive,prob_neutral,prob_negative,net_sentiment,average_sentiment,sentiment_score_ranking
02-20-2025,"NEXTRACKER SHAREHOLDER ALERT: CLAIMSFILER REMINDS INVESTORS WITH LOSSES IN EXCESS OF $100,000 of Lead Plaintiff Deadline in Class Action Lawsuit Against Nextracker Inc. - NXT",https://www.globenewswire.com/news-release/2025/02/20/3029274/35454/en/NEXTRACKER-SHAREHOLDER-ALERT-CLAIMSFILER-REMINDS-INVESTORS-WITH-LOSSES-IN-EXCESS-OF-100-000-of-Lead-Plaintiff-Deadline-in-Class-Action-Lawsuit-Against-Nextracker-Inc-NXT.html,GlobeNewswire Inc.,negative,0.9017099738121033,0.025243660435080528,0.07304632663726807,0.9017099738121033,-0.8764663133770227,-0.2045538319274783,0.39772308403626083
02-19-2025,"DEADLINE ALERT for NXT, RVNC, REGN, BIOA: Law Offices of Howard G. Smith Reminds Investors of Opportunity to Lead Securities Fraud Class Actions",https://www.globenewswire.com/news-release/2025/02/19/3029024/3448/en/DEADLINE-ALERT-for-NXT-RVNC-REGN-BIOA-Law-Offices-of-Howard-G-Smith-Reminds-Investors-of-Opportunity-to-Lead-Securities-Fraud-Class-Actions.html,GlobeNewswire Inc.,neutral,0.7088454365730286,0.2698827087879181,0.7088454365730286,0.021271822974085808,0.24861088581383228,-0.2045538319274783,0.39772308403626083
02-18-2025,"NEXTRACKER SHAREHOLDER ALERT BY FORMER LOUISIANA ATTORNEY GENERAL: KAHN SWICK & FOTI, LLC REMINDS INVESTORS WITH LOSSES IN EXCESS OF $100,000 of Lead Plaintiff Deadline in Class Action Lawsuit Against Nextracker Inc. - NXT",https://www.globenewswire.com/news-release/2025/02/18/3028395/6713/en/NEXTRACKER-SHAREHOLDER-ALERT-BY-FORMER-LOUISIANA-ATTORNEY-GENERAL-KAHN-SWICK-FOTI-LLC-REMINDS-INVESTORS-WITH-LOSSES-IN-EXCESS-OF-100-000-of-Lead-Plaintiff-Deadline-in-Class-Action-.html,GlobeNewswire Inc.,negative,0.9034457206726074,0.04173078387975693,0.05482347309589386,0.9034457206726074,-0.8617149367928505,-0.2045538319274783,0.39772308403626083
02-18-2025,"NXT DEADLINE: ROSEN, GLOBAL INVESTOR COUNSEL, Encourages Nextracker, Inc. Investors to Secure Counsel Before Important February 25 Deadline in Securities Class Action – NXT",https://www.globenewswire.com/news-release/2025/02/18/3028258/673/en/NXT-DEADLINE-ROSEN-GLOBAL-INVESTOR-COUNSEL-Encourages-Nextracker-Inc-Investors-to-Secure-Counsel-Before-Important-February-25-Deadline-in-Securities-Class-Action-NXT.html,GlobeNewswire Inc.,positive,0.821800708770752,0.821800708770752,0.16199839115142822,0.016200846061110497,0.8055998627096415,-0.2045538319274783,0.39772308403626083
02-16-2025,NXT COURT NEWS: Nextracker Inc. has been Sued for Securities Fraud; Contact BFA Law by February 25 if You Lost Money (NASDAQ:NXT),https://www.globenewswire.com/news-release/2025/02/16/3026971/0/en/NXT-COURT-NEWS-Nextracker-Inc-has-been-Sued-for-Securities-Fraud-Contact-BFA-Law-by-February-25-if-You-Lost-Money-NASDAQ-NXT.html,GlobeNewswire Inc.,neutral,0.5870981216430664,0.02768646366894245,0.5870981216430664,0.3852154612541199,-0.3575289975851774,-0.2045538319274783,0.39772308403626083
02-15-2025,"NXT IMPORTANT DEADLINE: ROSEN, A LONGSTANDING LAW FIRM, Encourages Nextracker, Inc. Investors to Secure Counsel Before Important February 25 Deadline in Securities Class Action – NXT",https://www.globenewswire.com/news-release/2025/02/15/3026946/673/en/NXT-IMPORTANT-DEADLINE-ROSEN-A-LONGSTANDING-LAW-FIRM-Encourages-Nextracker-Inc-Investors-to-Secure-Counsel-Before-Important-February-25-Deadline-in-Securities-Class-Action-NXT.html,GlobeNewswire Inc.,positive,0.7716761827468872,0.7716761827468872,0.20851929485797882,0.019804490730166435,0.7518716920167208,-0.2045538319274783,0.39772308403626083
02-14-2025,"NXT Investor Reminder:  Kessler Topaz Meltzer & Check, LLP Reminds Investors of Securities Fraud Class Action Lawsuit Filed Against Nextracker Inc. (NXT)",https://www.globenewswire.com/news-release/2025/02/14/3026857/0/en/NXT-Investor-Reminder-Kessler-Topaz-Meltzer-Check-LLP-Reminds-Investors-of-Securities-Fraud-Class-Action-Lawsuit-Filed-Against-Nextracker-Inc-NXT.html,GlobeNewswire Inc.,negative,0.7159882187843323,0.047544047236442566,0.23646774888038635,0.7159882187843323,-0.6684441715478897,-0.2045538319274783,0.39772308403626083
02-12-2025,"NXT DEADLINE ALERT: ROSEN, TRUSTED INVESTOR COUNSEL, Encourages Nextracker, Inc. Investors to Secure Counsel Before Important February 25 Deadline in Securities Class Action – NXT",https://www.globenewswire.com/news-release/2025/02/12/3025503/673/en/NXT-DEADLINE-ALERT-ROSEN-TRUSTED-INVESTOR-COUNSEL-Encourages-Nextracker-Inc-Investors-to-Secure-Counsel-Before-Important-February-25-Deadline-in-Securities-Class-Action-NXT.html,GlobeNewswire Inc.,positive,0.6838468313217163,0.6838468313217163,0.300275593996048,0.015877600759267807,0.6679692305624485,-0.2045538319274783,0.39772308403626083
02-12-2025,"NEXTRACKER SHAREHOLDER ALERT BY FORMER LOUISIANA ATTORNEY GENERAL: KAHN SWICK & FOTI, LLC REMINDS INVESTORS WITH LOSSES IN EXCESS OF $100,000 of Lead Plaintiff Deadline in Class Action Lawsuit Against Nextracker Inc. – NXT",https://www.globenewswire.com/news-release/2025/02/12/3024697/6713/en/NEXTRACKER-SHAREHOLDER-ALERT-BY-FORMER-LOUISIANA-ATTORNEY-GENERAL-KAHN-SWICK-FOTI-LLC-REMINDS-INVESTORS-WITH-LOSSES-IN-EXCESS-OF-100-000-of-Lead-Plaintiff-Deadline-in-Class-Action-.html,GlobeNewswire Inc.,negative,0.8846672773361206,0.05861837789416313,0.05671439319849014,0.8846672773361206,-0.8260488994419575,-0.2045538319274783,0.39772308403626083
02-10-2025,"DEADLINE ALERT for NXT, RVNC, REGN, BIOA: Law Offices of Howard G. Smith Reminds Investors of Opportunity to Lead Securities Fraud Class Actions",https://www.globenewswire.com/news-release/2025/02/10/3023625/3448/en/DEADLINE-ALERT-for-NXT-RVNC-REGN-BIOA-Law-Offices-of-Howard-G-Smith-Reminds-Investors-of-Opportunity-to-Lead-Securities-Fraud-Class-Actions.html,GlobeNewswire Inc.,neutral,0.7088454365730286,0.2698827087879181,0.7088454365730286,0.021271822974085808,0.24861088581383228,-0.2045538319274783,0.39772308403626083
02-08-2025,"NXT CLASS ACTION ALERT: Kessler Topaz Meltzer & Check, LLP Reminds Nextracker Inc. (NXT) Shareholders of Securities Fraud Class Action Lawsuit",https://www.globenewswire.com/news-release/2025/02/08/3023098/0/en/NXT-CLASS-ACTION-ALERT-Kessler-Topaz-Meltzer-Check-LLP-Reminds-Nextracker-Inc-NXT-Shareholders-of-Securities-Fraud-Class-Action-Lawsuit.html,GlobeNewswire Inc.,negative,0.6715053915977478,0.03166923671960831,0.2968252897262573,0.6715053915977478,-0.6398361548781395,-0.2045538319274783,0.39772308403626083
02-08-2025,NXT CLASS ACTION ALERT: A Class Action has been filed on behalf of Nextracker Inc. Investors – Contact BFA Law by February 25 (NASDAQ:NXT),https://www.globenewswire.com/news-release/2025/02/08/3023075/0/en/NXT-CLASS-ACTION-ALERT-A-Class-Action-has-been-filed-on-behalf-of-Nextracker-Inc-Investors-Contact-BFA-Law-by-February-25-NASDAQ-NXT.html,GlobeNewswire Inc.,neutral,0.8448447585105896,0.027336616069078445,0.8448447585105896,0.12781864404678345,-0.100482027977705,-0.2045538319274783,0.39772308403626083
02-08-2025,"值得信賴的領先律師事務所 ROSEN 鼓勵 Nextracker, Inc. 投資者在證券集體訴訟的重要截止日期之前聘請律師 – NXT",https://www.globenewswire.com/news-release/2025/02/08/3023059/673/zh-hant/%E5%80%BC%E5%BE%97%E4%BF%A1%E8%B3%B4%E7%9A%84%E9%A0%98%E5%85%88%E5%BE%8B%E5%B8%AB%E4%BA%8B%E5%8B%99%E6%89%80-ROSEN-%E9%BC%93%E5%8B%B5-Nextracker-Inc-%E6%8A%95%E8%B3%87%E8%80%85%E5%9C%A8%E8%AD%89%E5%88%B8%E9%9B%86%E9%AB%94%E8%A8%B4%E8%A8%9F%E7%9A%84%E9%87%8D%E8%A6%81%E6%88%AA%E6%AD%A2%E6%97%A5%E6%9C%9F%E4%B9%8B%E5%89%8D%E8%81%98%E8%AB%8B%E5%BE%8B%E5%B8%AB-NXT.html,GlobeNewswire Inc.,neutral,0.910125732421875,0.06386344879865646,0.910125732421875,0.026010826230049133,0.03785262256860733,-0.2045538319274783,0.39772308403626083
02-07-2025,Levi & Korsinsky Announces the Filing of a Securities Class Action on Behalf of Nextracker Inc.(NXT) Shareholders,https://www.globenewswire.com/news-release/2025/02/07/3022966/3080/en/Levi-Korsinsky-Announces-the-Filing-of-a-Securities-Class-Action-on-Behalf-of-Nextracker-Inc-NXT-Shareholders.html,GlobeNewswire Inc.,negative,0.4913649559020996,0.02498886175453663,0.4836461842060089,0.4913649559020996,-0.466376094147563,-0.2045538319274783,0.39772308403626083
