,Unnamed: 0,timestamp,title,url,source,sentiment,score,prob_positive,prob_neutral,prob_negative,net_sentiment,average_sentiment,sentiment_score_ranking
0,0,02-19-2025,Is Cameco a Millionaire Maker?,https://www.fool.com/investing/2025/02/19/is-cameco-a-millionaire-maker/?source=iedfolrf0000001,The Motley Fool,neutral,0.9242755770683287,0.0377426519989967,0.9242755770683287,0.0379817932844162,-0.0002391412854194988,0.1517731706146151,0.5758865853073075
1,1,02-07-2025,Why NuScale Power Stock Jumped 33% in January,https://www.fool.com/investing/2025/02/07/why-nuscale-power-stock-jumped-33-in-january/?source=iedfolrf0000001,The Motley Fool,positive,0.9427833557128906,0.9427833557128906,0.038722775876522,0.0184938199818134,0.9242895357310772,0.1517731706146151,0.5758865853073075
2,2,02-05-2025,Why Oklo Stock Jumped 96% in January,https://www.fool.com/investing/2025/02/05/why-oklo-stock-jumped-96-in-january/?source=iedfolrf0000001,The Motley Fool,positive,0.9367003440856934,0.9367003440856934,0.046823788434267,0.0164758507162332,0.9202244933694601,0.1517731706146151,0.5758865853073075
3,3,02-04-2025,"AI Governance, Power Consumption and Agentic AI: Strategic Insights from the AI Executive Briefing (5th Edition)",https://www.globenewswire.com/news-release/2025/02/04/3020047/28124/en/AI-Governance-Power-Consumption-and-Agentic-AI-Strategic-Insights-from-the-AI-Executive-Briefing-5th-Edition.html,GlobeNewswire Inc.,neutral,0.9195053577423096,0.0593139640986919,0.9195053577423096,0.0211806241422891,0.0381333399564028,0.1517731706146151,0.5758865853073075
4,4,01-31-2025,Is the Nuclear Energy Sell-Off a Buying Opportunity?,https://www.investing.com/analysis/is-the-nuclear-energy-selloff-a-buying-opportunity-200656832,Investing.com,neutral,0.892727792263031,0.0558592677116394,0.892727792263031,0.0514129288494586,0.0044463388621808,0.1517731706146151,0.5758865853073075
5,5,01-27-2025,Is NuScale Power Stock a Buy Now?,https://www.fool.com/investing/2025/01/27/is-nuscale-power-stock-a-buy-now/?source=iedfolrf0000001,The Motley Fool,neutral,0.921353042125702,0.0575995706021785,0.921353042125702,0.0210474375635385,0.036552133038639995,0.1517731706146151,0.5758865853073075
6,6,01-27-2025,"Oklo Stock: Buy, Sell, or Hold?",https://www.fool.com/investing/2025/01/27/oklo-stock-buy-sell-or-hold/?source=iedfolrf0000001,The Motley Fool,neutral,0.9028159976005554,0.0276615861803293,0.9028159976005554,0.069522388279438,-0.04186080209910871,0.1517731706146151,0.5758865853073075
7,7,01-26-2025,Okla And Rigetti Computing Are Among Top 8 Mid Cap Gainers Last Week (Jan 20-Jan 24): Are The Others In Your Portfolio?,https://www.benzinga.com/news/mid-cap/25/01/43218617/okla-and-rigetti-computing-are-among-top-8-mid-cap-gainers-last-week-jan-20-jan-24-are-the-others-in,Benzinga,neutral,0.9127598404884338,0.0542072989046573,0.9127598404884338,0.0330328829586505,0.021174415946006803,0.1517731706146151,0.5758865853073075
8,8,01-17-2025,Why NuScale Power Is Skyrocketing Today,https://www.fool.com/investing/2025/01/17/why-nuscale-power-is-skyrocketing-today/?source=iedfolrf0000001,The Motley Fool,neutral,0.876885712146759,0.0475003272294998,0.876885712146759,0.0756139755249023,-0.0281136482954025,0.1517731706146151,0.5758865853073075
9,9,01-17-2025,Nuclear Power Market Size Projected to Grow $44.71 billion by 2029 | MarketsandMarkets™,https://www.globenewswire.com/news-release/2025/01/17/3011424/0/en/Nuclear-Power-Market-Size-Projected-to-Grow-44-71-billion-by-2029-MarketsandMarkets.html,GlobeNewswire Inc.,positive,0.7484768629074097,0.7484768629074097,0.243170827627182,0.0083522945642471,0.7401245683431625,0.1517731706146151,0.5758865853073075
10,10,01-14-2025,Why NuScale Power Stock Blasted 445% Higher in 2024,https://www.fool.com/investing/2025/01/14/why-nuscale-power-stock-blast-445-higher-in-2024/?source=iedfolrf0000001,The Motley Fool,positive,0.8890327215194702,0.8890327215194702,0.0960862934589386,0.0148810008540749,0.8741517206653953,0.1517731706146151,0.5758865853073075
